company_id,review_date,rating
SME-00174,2022-11-22,3
SME-00174,2022-07-25,4
SME-00174,2023-01-07,4
SME-00174,2023-05-20,3
SME-00174,2023-04-16,4
SME-00175,2022-07-26,2
SME-00175,2022-06-19,3
SME-00175,2022-11-04,3
SME-00175,2022-08-13,1
SME-00175,2023-01-06,2
SME-00175,2022-04-19,3
SME-00175,2022-09-07,3
SME-00176,2023-06-27,2
SME-00176,2023-04-07,4
SME-00176,2023-01-07,4
SME-00176,2023-06-29,4
SME-00176,2022-10-02,3
SME-00176,2022-01-12,3
SME-00176,2023-06-27,3
SME-00176,2022-12-26,4
SME-00176,2022-05-04,3
SME-00181,2023-03-01,4
SME-00181,2023-04-03,2
SME-00181,2023-02-12,3
SME-00181,2022-04-02,3
SME-00181,2023-02-05,2
SME-00181,2022-05-26,2
SME-00181,2022-12-12,2
SME-00181,2023-05-21,2
SME-00182,2022-09-29,3
SME-00182,2023-05-06,2
SME-00182,2022-03-19,2
SME-00182,2022-06-24,3
SME-00182,2022-04-13,2
SME-00182,2023-02-18,3
SME-00182,2022-12-29,3
SME-00182,2023-06-07,4
SME-00182,2022-04-30,3
SME-00182,2023-05-22,2
SME-00182,2023-06-25,2
SME-00182,2023-06-09,3
SME-00182,2022-04-27,1
SME-00184,2022-09-19,4
SME-00184,2022-06-25,1
SME-00184,2022-08-14,3
SME-00184,2022-12-19,4
SME-00184,2022-03-20,2
SME-00184,2022-09-18,3
SME-00184,2022-01-22,2
SME-00184,2022-11-29,5
SME-00184,2022-01-20,3
SME-00184,2022-07-09,3
SME-00184,2022-08-23,3
SME-00184,2022-01-26,2
SME-00186,2023-05-08,4
SME-00187,2023-03-06,2
SME-00187,2023-01-28,3
SME-00187,2022-08-11,4
SME-00187,2023-03-19,3
SME-00187,2022-02-26,4
SME-00187,2023-03-18,2
SME-00187,2022-07-16,1
SME-00187,2023-02-20,3
SME-00187,2023-03-28,4
SME-00187,2022-04-06,3
SME-00187,2022-05-03,4
SME-00187,2022-11-20,2
SME-00187,2023-05-26,4
SME-00189,2023-01-23,2
SME-00189,2023-03-29,3
SME-00189,2022-03-15,3
SME-00189,2023-04-04,3
SME-00189,2022-08-30,4
SME-00189,2022-01-13,4
SME-00189,2022-08-23,3
SME-00189,2022-04-14,3
SME-00189,2022-02-26,2
SME-00189,2023-05-17,4
SME-00191,2022-08-27,3
SME-00191,2022-10-19,3
SME-00191,2022-03-30,3
SME-00191,2022-04-18,4
SME-00191,2022-10-20,3
SME-00191,2022-04-17,3
SME-00191,2022-07-08,4
SME-00191,2023-01-22,3
SME-00192,2023-05-24,4
SME-00192,2022-06-22,2
SME-00193,2023-02-22,3
SME-00193,2022-10-07,1
SME-00193,2022-06-05,2
SME-00193,2022-10-21,4
SME-00193,2022-10-09,4
SME-00193,2022-10-21,3
SME-00193,2023-05-14,3
SME-00193,2023-02-06,3
SME-00193,2022-10-03,1
SME-00193,2022-07-09,4
SME-00195,2022-12-31,3
SME-00195,2022-10-10,4
SME-00195,2023-02-05,3
SME-00195,2022-05-21,3
SME-00195,2023-05-12,4
SME-00195,2022-04-30,4
SME-00195,2022-02-19,1
SME-00195,2023-06-26,3
SME-00195,2022-12-04,3
SME-00195,2022-10-03,2
SME-00196,2022-07-05,3
SME-00196,2022-09-14,5
SME-00196,2022-07-24,3
SME-00196,2023-05-26,3
SME-00196,2022-01-09,2
SME-00196,2022-04-11,3
SME-00196,2022-01-08,2
SME-00196,2023-03-05,1
SME-00196,2022-10-16,4
SME-00197,2022-01-09,2
SME-00197,2022-11-15,2
SME-00197,2022-02-20,3
SME-00197,2022-04-11,4
SME-00197,2022-05-26,4
SME-00197,2022-11-22,4
SME-00197,2023-03-31,4
SME-00197,2022-12-27,3
SME-00197,2023-01-11,4
SME-00198,2023-05-24,2
SME-00198,2022-10-07,2
SME-00198,2022-09-02,2
SME-00198,2022-09-25,4
SME-00198,2022-10-25,3
SME-00198,2022-05-27,4
SME-00201,2022-05-12,3
SME-00201,2022-07-01,4
SME-00201,2023-02-27,1
SME-00201,2023-02-09,3
SME-00201,2022-06-11,4
SME-00206,2023-01-11,4
SME-00206,2023-04-28,2
SME-00206,2022-05-20,3
SME-00206,2022-05-04,4
SME-00208,2023-03-12,1
SME-00208,2022-02-07,3
SME-00208,2022-09-21,1
SME-00208,2022-09-23,2
SME-00208,2022-09-19,2
SME-00208,2023-02-04,2
SME-00208,2023-06-20,4
SME-00208,2022-10-17,3
SME-00208,2023-03-08,4
SME-00208,2023-03-01,3
SME-00208,2022-06-14,2
SME-00208,2022-06-05,3
SME-00208,2022-12-15,4
SME-00210,2022-11-15,2
SME-00210,2022-09-17,2
SME-00210,2023-05-20,2
SME-00210,2023-06-27,4
SME-00210,2022-07-04,4
SME-00211,2022-03-07,2
SME-00211,2022-01-14,3
SME-00211,2022-10-17,3
SME-00211,2022-02-04,3
SME-00211,2022-03-31,4
SME-00211,2022-05-20,2
SME-00212,2023-06-18,2
SME-00212,2022-04-28,4
SME-00212,2022-10-06,3
SME-00212,2023-01-06,4
SME-00212,2023-06-22,2
SME-00212,2022-12-23,2
SME-00212,2022-04-10,3
SME-00212,2022-01-18,4
SME-00212,2022-04-23,4
SME-00212,2023-05-13,2
SME-00214,2022-12-22,4
SME-00214,2023-03-10,3
SME-00214,2022-12-06,3
SME-00214,2022-04-06,1
SME-00214,2022-01-14,4
SME-00215,2022-07-31,4
SME-00215,2022-06-17,1
SME-00215,2022-12-30,3
SME-00215,2022-11-16,3
SME-00215,2022-07-15,3
SME-00215,2023-02-11,1
SME-00215,2022-08-06,4
SME-00215,2023-02-06,3
SME-00215,2022-08-19,4
SME-00216,2022-10-29,3
SME-00216,2023-04-26,3
SME-00216,2023-04-12,1
SME-00216,2022-01-28,2
SME-00216,2023-02-16,4
SME-00216,2023-04-17,2
SME-00216,2022-12-29,4
SME-00216,2022-11-19,2
SME-00216,2022-09-19,3
SME-00217,2022-11-29,2
SME-00217,2022-02-20,5
SME-00217,2022-05-02,4
SME-00217,2022-12-24,2
SME-00218,2022-04-17,2
SME-00218,2022-02-19,5
SME-00218,2022-04-08,4
SME-00218,2022-07-11,4
SME-00218,2023-03-28,3
SME-00218,2022-05-05,3
SME-00218,2022-10-09,2
SME-00218,2022-04-27,3
SME-00218,2022-01-26,2
SME-00218,2022-06-13,3
SME-00218,2022-04-25,3
SME-00219,2022-05-30,2
SME-00219,2022-08-28,2
SME-00219,2023-04-27,4
SME-00219,2022-09-20,2
SME-00219,2022-03-07,3
SME-00219,2022-06-27,2
SME-00219,2022-01-27,4
SME-00219,2022-10-26,4
SME-00219,2022-04-07,2
SME-00219,2022-05-06,2
SME-00219,2023-06-17,3
SME-00219,2022-09-18,4
SME-00220,2023-02-10,4
SME-00220,2022-04-02,2
SME-00220,2023-05-14,2
SME-00220,2023-05-12,3
SME-00220,2022-01-27,4
SME-00220,2022-01-05,4
SME-00220,2022-03-28,3
SME-00221,2022-05-21,4
SME-00221,2022-11-16,4
SME-00221,2022-08-31,2
SME-00221,2023-02-22,2
SME-00221,2023-05-16,2
SME-00221,2022-10-17,2
SME-00221,2022-06-15,4
SME-00221,2022-10-02,3
SME-00221,2022-12-21,3
SME-00222,2023-01-21,4
SME-00222,2022-02-28,4
SME-00222,2022-02-16,1
SME-00222,2023-05-25,3
SME-00222,2023-04-04,2
SME-00222,2022-06-20,2
SME-00223,2023-01-16,3
SME-00223,2022-01-28,1
SME-00223,2022-01-20,3
SME-00223,2022-02-19,4
SME-00223,2022-04-05,4
SME-00223,2023-05-16,3
SME-00223,2022-07-16,2
SME-00223,2022-02-03,3
SME-00223,2023-04-21,4
SME-00226,2023-01-13,2
SME-00226,2023-02-14,5
SME-00226,2023-03-17,3
SME-00226,2022-01-12,4
SME-00226,2022-07-07,3
SME-00229,2022-10-26,3
SME-00229,2022-01-20,3
SME-00229,2022-05-28,3
SME-00229,2022-12-17,1
SME-00229,2022-03-04,4
SME-00229,2022-10-16,4
SME-00229,2023-01-15,2
SME-00229,2023-03-23,2
SME-00229,2022-11-22,2
SME-00229,2023-06-16,4
SME-00229,2022-06-27,3
SME-00229,2022-08-03,3
SME-00229,2022-07-29,5
SME-00229,2022-04-24,3
SME-00230,2022-07-10,3
SME-00230,2022-07-12,3
SME-00230,2022-01-22,3
SME-00230,2023-05-22,2
SME-00230,2023-01-04,3
SME-00230,2022-10-23,4
SME-00230,2022-12-07,4
SME-00230,2022-08-24,3
SME-00230,2022-12-26,3
SME-00230,2022-04-23,3
SME-00230,2022-10-28,3
SME-00231,2022-04-25,4
SME-00231,2023-01-08,2
SME-00231,2023-03-23,5
SME-00231,2022-09-14,3
SME-00231,2022-08-29,2
SME-00231,2022-04-18,4
SME-00231,2022-06-09,3
SME-00231,2022-04-26,3
SME-00231,2022-03-08,3
SME-00231,2022-09-12,3
SME-00232,2022-12-22,2
SME-00232,2022-05-10,3
SME-00232,2022-03-06,5
SME-00232,2023-04-29,3
SME-00232,2023-05-09,2
SME-00232,2022-11-20,5
SME-00232,2023-03-09,4
SME-00232,2022-03-25,4
SME-00232,2022-12-11,3
SME-00232,2023-06-19,3
SME-00232,2022-08-08,1
SME-00232,2023-03-30,3
SME-00232,2022-03-20,4
SME-00232,2022-04-25,1
SME-00233,2022-11-22,4
SME-00233,2023-05-21,4
SME-00237,2022-10-04,3
SME-00237,2022-05-22,3
SME-00237,2022-02-24,1
SME-00237,2022-03-05,2
SME-00237,2022-12-22,4
SME-00237,2022-08-27,2
SME-00239,2023-01-30,3
SME-00239,2022-04-17,2
SME-00239,2023-03-20,2
SME-00239,2022-02-19,3
SME-00239,2023-05-11,2
SME-00239,2022-10-01,3
SME-00239,2023-04-05,3
SME-00240,2023-04-23,2
SME-00240,2022-03-24,4
SME-00240,2022-01-15,3
SME-00240,2022-10-08,3
SME-00240,2022-08-07,4
SME-00240,2023-05-12,2
SME-00240,2023-01-09,3
SME-00240,2023-06-25,2
SME-00240,2022-07-10,2
SME-00240,2022-01-13,3
SME-00240,2022-02-05,2
SME-00241,2022-01-02,3
SME-00241,2023-03-18,3
SME-00241,2022-01-07,4
SME-00241,2023-05-08,4
SME-00241,2022-12-08,2
SME-00241,2022-06-22,2
SME-00241,2022-04-11,2
SME-00241,2023-01-29,2
SME-00241,2023-03-12,2
SME-00241,2023-04-23,4
SME-00242,2022-06-03,3
SME-00242,2022-09-13,4
SME-00242,2023-06-15,3
SME-00242,2022-12-08,3
SME-00242,2022-09-02,2
SME-00242,2022-12-12,4
SME-00244,2023-05-26,3
SME-00244,2022-09-01,3
SME-00244,2023-04-21,3
SME-00244,2022-11-13,2
SME-00244,2022-09-05,3
SME-00244,2022-02-11,2
SME-00244,2023-03-28,1
SME-00244,2022-09-09,4
SME-00244,2023-05-18,3
SME-00244,2022-10-27,4
SME-00245,2022-11-15,4
SME-00245,2022-03-12,3
SME-00245,2023-04-06,3
SME-00245,2022-06-21,4
SME-00245,2023-06-06,3
SME-00245,2022-10-08,3
SME-00245,2023-03-30,4
SME-00245,2022-09-27,3
SME-00245,2022-07-06,3
SME-00245,2022-09-06,2
SME-00245,2023-01-23,3
SME-00245,2022-07-17,5
SME-00246,2023-01-06,4
SME-00246,2022-08-20,3
SME-00246,2022-09-22,4
SME-00246,2023-02-12,3
SME-00246,2022-01-13,3
SME-00246,2023-06-07,3
SME-00246,2023-02-02,3
SME-00249,2022-09-24,2
SME-00249,2022-06-04,2
SME-00249,2023-06-10,3
SME-00249,2022-03-22,3
SME-00249,2022-02-16,3
SME-00249,2023-06-18,1
SME-00249,2022-05-29,1
SME-00249,2023-04-17,3
SME-00249,2022-06-22,2
SME-00249,2022-10-25,3
SME-00249,2022-09-10,4
SME-00250,2022-04-20,3
SME-00250,2023-06-13,5
SME-00250,2023-04-04,4
SME-00250,2022-05-20,2
SME-00250,2022-09-07,4
SME-00250,2022-09-11,1
SME-00250,2022-10-20,3
SME-00250,2023-02-21,2
SME-00252,2022-10-16,2
SME-00252,2022-01-24,4
SME-00252,2022-06-07,2
SME-00252,2022-07-13,2
SME-00252,2022-08-05,4
SME-00252,2022-08-29,5
SME-00252,2022-02-25,4
SME-00252,2022-09-22,3
SME-00252,2022-09-23,1
SME-00252,2023-02-05,2
SME-00252,2023-02-27,4
SME-00252,2022-08-30,3
SME-00253,2022-10-23,3
SME-00253,2022-01-19,3
SME-00253,2022-07-13,4
SME-00253,2022-01-14,4
SME-00253,2022-02-06,3
SME-00253,2022-11-13,3
SME-00253,2022-01-02,5
SME-00253,2023-03-01,3
SME-00255,2023-01-14,3
SME-00255,2022-12-28,4
SME-00255,2022-06-16,3
SME-00255,2022-10-24,3
SME-00255,2023-05-11,3
SME-00255,2022-09-03,4
SME-00255,2022-11-16,3
SME-00255,2022-08-02,3
SME-00255,2022-09-05,3
SME-00258,2022-03-27,4
SME-00258,2022-10-30,3
SME-00258,2022-07-14,4
SME-00258,2022-07-31,3
SME-00258,2023-03-17,4
SME-00258,2022-09-03,4
SME-00259,2023-04-06,2
SME-00259,2022-10-15,4
SME-00259,2022-05-20,4
SME-00259,2022-02-03,1
SME-00259,2023-02-20,4
SME-00259,2022-01-20,3
SME-00259,2023-02-27,2
SME-00259,2022-02-12,3
SME-00259,2022-02-18,3
SME-00259,2023-02-09,2
SME-00259,2022-12-09,3
SME-00259,2022-08-18,4
SME-00259,2023-06-01,5
SME-00261,2022-05-08,2
SME-00261,2022-09-11,3
SME-00261,2022-07-08,3
SME-00261,2022-10-31,2
SME-00261,2022-12-05,3
SME-00261,2022-07-06,4
SME-00261,2022-12-17,3
SME-00261,2022-04-21,2
SME-00262,2022-05-15,5
SME-00262,2022-07-31,3
SME-00262,2023-04-26,3
SME-00262,2022-07-13,3
SME-00262,2022-12-08,4
SME-00263,2022-09-28,3
SME-00263,2022-05-20,3
SME-00263,2022-03-25,3
SME-00263,2022-03-07,4
SME-00263,2022-03-30,3
SME-00263,2022-05-25,4
SME-00263,2022-04-16,2
SME-00263,2022-07-26,4
SME-00264,2022-05-06,3
SME-00264,2023-03-08,3
SME-00264,2022-10-18,3
SME-00264,2023-03-13,3
SME-00264,2022-11-21,3
SME-00264,2022-10-03,3
SME-00264,2023-06-14,3
SME-00265,2022-09-01,2
SME-00265,2023-02-27,3
SME-00265,2022-05-27,4
SME-00265,2022-01-17,3
SME-00265,2022-05-22,3
SME-00265,2022-06-21,4
SME-00265,2022-01-07,2
SME-00265,2022-10-14,4
SME-00265,2022-04-27,3
SME-00265,2023-05-02,2
SME-00266,2022-05-13,3
SME-00266,2022-07-05,5
SME-00266,2022-10-22,4
SME-00266,2022-02-15,3
SME-00266,2023-02-14,3
SME-00266,2022-11-27,3
SME-00266,2023-05-16,1
SME-00266,2022-08-30,3
SME-00266,2022-01-07,2
SME-00267,2022-06-15,3
SME-00267,2022-03-24,3
SME-00267,2022-01-27,5
SME-00267,2022-12-20,2
SME-00267,2023-04-17,2
SME-00267,2023-02-11,4
SME-00267,2022-11-27,3
SME-00267,2022-01-17,2
SME-00267,2023-02-18,2
SME-00267,2022-09-14,2
SME-00267,2023-05-23,2
SME-00268,2022-06-03,4
SME-00268,2022-12-07,3
SME-00268,2022-03-16,1
SME-00268,2023-05-10,4
SME-00268,2022-04-04,4
SME-00268,2022-11-29,2
SME-00268,2023-06-01,3
SME-00268,2022-11-21,3
SME-00268,2022-11-18,4
SME-00268,2022-05-13,4
SME-00268,2022-10-13,2
SME-00268,2022-08-07,2
SME-00268,2023-01-08,4
SME-00270,2022-03-05,4
SME-00270,2022-11-13,3
SME-00271,2022-08-15,4
SME-00271,2022-09-09,3
SME-00271,2023-05-03,3
SME-00271,2022-09-16,3
SME-00271,2022-10-10,5
SME-00271,2022-07-23,4
SME-00271,2022-10-20,3
SME-00271,2022-01-27,3
SME-00272,2023-04-21,4
SME-00272,2022-06-27,3
SME-00272,2022-03-19,1
SME-00272,2023-04-22,3
SME-00272,2022-10-30,2
SME-00272,2023-01-09,1
SME-00272,2022-12-23,2
SME-00274,2022-11-15,4
SME-00274,2022-01-02,4
SME-00274,2022-10-24,3
SME-00274,2022-06-01,5
SME-00274,2023-03-25,4
SME-00274,2022-11-09,2
SME-00274,2022-01-21,4
SME-00274,2022-11-21,2
SME-00275,2022-03-29,2
SME-00275,2023-02-23,3
SME-00275,2022-01-10,4
SME-00275,2022-09-03,4
SME-00279,2022-10-27,5
SME-00279,2022-05-24,3
SME-00279,2022-08-07,3
SME-00279,2022-09-19,3
SME-00279,2022-12-13,3
SME-00279,2022-02-17,3
SME-00279,2022-08-17,2
SME-00279,2022-03-10,1
SME-00279,2022-06-28,4
SME-00279,2023-06-18,4
SME-00280,2023-05-16,1
SME-00280,2022-11-26,3
SME-00280,2022-05-22,3
SME-00280,2023-06-20,3
SME-00281,2023-01-08,2
SME-00281,2022-03-14,3
SME-00281,2022-09-22,4
SME-00281,2022-07-06,2
SME-00281,2022-04-14,4
SME-00281,2023-05-11,4
SME-00281,2022-07-23,4
SME-00281,2023-03-21,3
SME-00281,2023-04-15,4
SME-00282,2023-05-13,3
SME-00282,2022-06-01,3
SME-00282,2023-02-13,3
SME-00282,2022-11-06,3
SME-00282,2022-12-12,3
SME-00282,2023-04-15,3
SME-00282,2022-09-25,3
SME-00283,2022-01-21,3
SME-00283,2022-04-10,3
SME-00283,2022-03-30,1
SME-00283,2023-06-02,3
SME-00283,2023-06-08,3
SME-00283,2023-01-20,2
SME-00283,2022-10-04,2
SME-00283,2022-12-20,2
SME-00283,2022-04-16,3
SME-00283,2022-04-19,3
SME-00283,2023-06-24,3
SME-00283,2023-01-26,4
SME-00286,2023-04-17,5
SME-00286,2022-11-01,3
SME-00286,2022-06-20,4
SME-00286,2022-12-01,2
SME-00286,2022-02-28,3
SME-00286,2022-02-22,4
SME-00286,2022-07-24,3
SME-00286,2022-12-22,2
SME-00286,2022-03-22,2
SME-00286,2023-06-21,3
SME-00286,2022-02-01,2
SME-00286,2022-11-08,4
SME-00286,2022-06-14,3
SME-00286,2022-04-02,3
SME-00286,2022-01-20,3
SME-00287,2022-04-13,3
SME-00287,2023-06-19,3
SME-00287,2023-02-22,4
SME-00287,2022-03-24,3
SME-00287,2022-06-30,2
SME-00287,2022-06-22,3
SME-00287,2022-11-20,2
SME-00287,2022-01-01,4
SME-00287,2023-06-28,2
SME-00287,2022-03-15,3
SME-00288,2022-07-24,4
SME-00288,2022-10-15,4
SME-00288,2022-06-10,2
SME-00288,2022-03-07,4
SME-00288,2022-11-24,5
SME-00288,2022-02-28,4
SME-00288,2022-02-23,2
SME-00288,2022-11-03,3
SME-00288,2022-03-02,3
SME-00289,2022-02-17,2
SME-00289,2023-01-31,4
SME-00289,2022-12-22,2
SME-00289,2022-12-22,4
SME-00289,2023-04-20,2
SME-00289,2022-04-06,4
SME-00289,2022-08-02,4
SME-00289,2023-02-15,3
SME-00289,2022-01-25,2
SME-00289,2022-08-05,3
SME-00289,2022-07-31,4
SME-00290,2022-02-24,2
SME-00290,2022-09-23,3
SME-00290,2022-04-01,4
SME-00290,2022-01-26,3
SME-00290,2022-03-09,3
SME-00290,2022-07-26,4
SME-00290,2022-12-13,3
SME-00290,2022-02-26,3
SME-00290,2022-05-11,4
SME-00290,2022-05-03,3
SME-00290,2022-01-04,3
SME-00291,2023-04-24,3
SME-00291,2023-03-06,4
SME-00291,2022-06-09,4
SME-00291,2022-10-20,4
SME-00291,2022-09-08,3
SME-00291,2023-03-03,5
SME-00291,2022-12-25,4
SME-00291,2022-08-17,3
SME-00291,2022-05-06,2
SME-00291,2022-05-12,4
SME-00293,2022-01-04,3
SME-00293,2022-01-30,3
SME-00293,2022-06-30,3
SME-00296,2022-07-04,3
SME-00296,2023-05-12,5
SME-00296,2022-07-15,4
SME-00296,2023-03-07,2
SME-00296,2022-07-09,2
SME-00296,2022-10-30,3
SME-00296,2022-10-30,3
SME-00296,2022-04-20,3
SME-00296,2022-07-12,3
SME-00296,2022-02-03,2
SME-00297,2022-09-11,4
SME-00297,2023-04-08,2
SME-00297,2023-03-28,2
SME-00297,2022-06-17,4
SME-00297,2022-01-11,3
SME-00297,2022-03-30,3
SME-00297,2023-05-08,4
SME-00297,2022-01-12,5
SME-00298,2022-07-21,5
SME-00298,2022-01-02,3
SME-00298,2022-02-12,3
SME-00298,2023-03-27,2
SME-00298,2022-01-29,4
SME-00298,2022-07-14,2
SME-00298,2022-12-26,3
SME-00298,2022-07-18,4
SME-00298,2022-10-14,3
SME-00298,2022-07-30,1
SME-00299,2022-11-14,2
SME-00299,2022-08-14,4
SME-00299,2022-06-26,5
SME-00299,2022-12-11,5
SME-00299,2023-06-09,5
SME-00299,2022-10-09,4
SME-00299,2022-11-11,3
SME-00299,2022-09-24,4
SME-00299,2022-10-07,2
SME-00300,2022-07-09,4
SME-00300,2022-04-22,5
SME-00300,2023-04-21,4
SME-00300,2022-07-27,3
SME-00300,2022-10-27,2
SME-00300,2022-11-17,3
SME-00300,2022-10-04,5
SME-00300,2022-05-30,3
SME-00300,2023-01-22,2
SME-00300,2022-09-17,3
SME-00300,2022-05-04,2
SME-00300,2023-02-13,2
SME-00300,2022-10-20,3
SME-00300,2023-03-29,3
