postcode_area,date,vacancy_rate
15,2023-04-01,0.1767
15,2023-05-01,0.1647
15,2023-06-01,0.1434
08,2022-01-01,0.1122
08,2022-02-01,0.131
08,2022-03-01,0.1211
08,2022-04-01,0.1444
08,2022-05-01,0.1168
08,2022-06-01,0.1189
08,2022-07-01,0.0856
08,2022-08-01,0.1198
08,2022-09-01,0.1241
08,2022-10-01,0.1384
08,2022-11-01,0.1641
08,2022-12-01,0.1364
08,2023-01-01,0.1497
08,2023-02-01,0.1642
08,2023-03-01,0.1392
08,2023-04-01,0.1325
08,2023-05-01,0.1584
08,2023-06-01,0.1457
16,2022-01-01,0.1852
16,2022-02-01,0.1645
16,2022-03-01,0.1749
16,2022-04-01,0.1933
16,2022-05-01,0.2375
16,2022-06-01,0.192
16,2022-07-01,0.2032
16,2022-08-01,0.1969
16,2022-09-01,0.2358
16,2022-10-01,0.2352
16,2022-11-01,0.2433
16,2022-12-01,0.1917
16,2023-01-01,0.2446
16,2023-02-01,0.2216
16,2023-03-01,0.2608
16,2023-04-01,0.2186
16,2023-05-01,0.2252
16,2023-06-01,0.2131
22,2022-01-01,0.0752
22,2022-02-01,0.0608
22,2022-03-01,0.1159
22,2022-04-01,0.1026
22,2022-05-01,0.1064
22,2022-06-01,0.1465
22,2022-07-01,0.119
22,2022-08-01,0.0938
22,2022-09-01,0.1091
22,2022-10-01,0.1275
22,2022-11-01,0.1105
22,2022-12-01,0.1178
22,2023-01-01,0.1023
22,2023-02-01,0.1448
22,2023-03-01,0.1268
22,2023-04-01,0.1181
22,2023-05-01,0.1627
22,2023-06-01,0.1621
35,2022-01-01,0.0825
35,2022-02-01,0.0794
35,2022-03-01,0.0724
35,2022-04-01,0.0888
35,2022-05-01,0.0836
35,2022-06-01,0.1477
35,2022-07-01,0.1175
35,2022-08-01,0.1196
35,2022-09-01,0.0817
35,2022-10-01,0.1136
35,2022-11-01,0.1022
35,2022-12-01,0.0922
35,2023-01-01,0.1327
35,2023-02-01,0.1007
35,2023-03-01,0.1254
35,2023-04-01,0.1225
35,2023-05-01,0.1204
35,2023-06-01,0.1593
98,2022-01-01,0.2078
98,2022-02-01,0.1889
98,2022-03-01,0.216
98,2022-04-01,0.2017
98,2022-05-01,0.1894
98,2022-06-01,0.2155
98,2022-07-01,0.1855
98,2022-08-01,0.2
98,2022-09-01,0.2321
98,2022-10-01,0.2153
98,2022-11-01,0.2252
98,2022-12-01,0.2404
98,2023-01-01,0.2302
98,2023-02-01,0.2414
98,2023-03-01,0.2339
98,2023-04-01,0.2597
98,2023-05-01,0.2321
98,2023-06-01,0.2449
74,2022-01-01,0.1984
74,2022-02-01,0.1559
74,2022-03-01,0.2205
74,2022-04-01,0.1749
74,2022-05-01,0.1752
74,2022-06-01,0.2069
74,2022-07-01,0.1896
74,2022-08-01,0.2009
74,2022-09-01,0.2302
74,2022-10-01,0.2051
74,2022-11-01,0.185
74,2022-12-01,0.2062
74,2023-01-01,0.1937
74,2023-02-01,0.2013
74,2023-03-01,0.2081
74,2023-04-01,0.2107
74,2023-05-01,0.1984
74,2023-06-01,0.224
48,2022-01-01,0.0416
48,2022-02-01,0.0578
48,2022-03-01,0.0548
48,2022-04-01,0.0583
48,2022-05-01,0.0795
48,2022-06-01,0.0709
48,2022-07-01,0.0956
48,2022-08-01,0.0606
48,2022-09-01,0.0947
48,2022-10-01,0.0659
48,2022-11-01,0.0563
48,2022-12-01,0.0157
48,2023-01-01,0.104
48,2023-02-01,0.0647
48,2023-03-01,0.0866
48,2023-04-01,0.1135
48,2023-05-01,0.1203
48,2023-06-01,0.0787
46,2022-01-01,0.0713
46,2022-02-01,0.0449
46,2022-03-01,0.0454
46,2022-04-01,0.0483
46,2022-05-01,0.0418
46,2022-06-01,0.0563
46,2022-07-01,0.0647
46,2022-08-01,0.0747
46,2022-09-01,0.0799
46,2022-10-01,0.1013
46,2022-11-01,0.1039
46,2022-12-01,0.077
46,2023-01-01,0.0747
46,2023-02-01,0.0402
46,2023-03-01,0.0978
46,2023-04-01,0.112
46,2023-05-01,0.1365
46,2023-06-01,0.0845
52,2022-01-01,0.0955
52,2022-02-01,0.0842
52,2022-03-01,0.084
52,2022-04-01,0.1054
52,2022-05-01,0.065
52,2022-06-01,0.1116
52,2022-07-01,0.0985
52,2022-08-01,0.1246
52,2022-09-01,0.0782
52,2022-10-01,0.1145
52,2022-11-01,0.0746
52,2022-12-01,0.1106
52,2023-01-01,0.1419
52,2023-02-01,0.0848
52,2023-03-01,0.1015
52,2023-04-01,0.0792
52,2023-05-01,0.1083
52,2023-06-01,0.1256
66,2022-01-01,0.0778
66,2022-02-01,0.0946
66,2022-03-01,0.0812
66,2022-04-01,0.0938
66,2022-05-01,0.1233
66,2022-06-01,0.0607
66,2022-07-01,0.065
66,2022-08-01,0.0739
66,2022-09-01,0.0884
66,2022-10-01,0.1184
66,2022-11-01,0.1199
66,2022-12-01,0.0887
66,2023-01-01,0.1104
66,2023-02-01,0.1137
66,2023-03-01,0.13
66,2023-04-01,0.1003
66,2023-05-01,0.1293
66,2023-06-01,0.1357
77,2022-01-01,0.1342
77,2022-02-01,0.1419
77,2022-03-01,0.1598
77,2022-04-01,0.2131
77,2022-05-01,0.1741
77,2022-06-01,0.1716
77,2022-07-01,0.1595
77,2022-08-01,0.1745
77,2022-09-01,0.1648
77,2022-10-01,0.1781
77,2022-11-01,0.1464
77,2022-12-01,0.1949
77,2023-01-01,0.2099
77,2023-02-01,0.1869
77,2023-03-01,0.2025
77,2023-04-01,0.1712
77,2023-05-01,0.1925
77,2023-06-01,0.2203
19,2022-01-01,0.1039
19,2022-02-01,0.1209
19,2022-03-01,0.0805
19,2022-04-01,0.0899
19,2022-05-01,0.0668
19,2022-06-01,0.0817
19,2022-07-01,0.1052
19,2022-08-01,0.11
19,2022-09-01,0.087
19,2022-10-01,0.0944
19,2022-11-01,0.0873
19,2022-12-01,0.1247
19,2023-01-01,0.1334
19,2023-02-01,0.0981
19,2023-03-01,0.1293
19,2023-04-01,0.0973
19,2023-05-01,0.1376
19,2023-06-01,0.1293
06,2022-01-01,0.1856
06,2022-02-01,0.1877
06,2022-03-01,0.1849
06,2022-04-01,0.1944
06,2022-05-01,0.2198
06,2022-06-01,0.1959
06,2022-07-01,0.2131
06,2022-08-01,0.1905
06,2022-09-01,0.1851
06,2022-10-01,0.2546
06,2022-11-01,0.2381
06,2022-12-01,0.2047
06,2023-01-01,0.2401
06,2023-02-01,0.2623
06,2023-03-01,0.2323
06,2023-04-01,0.2482
06,2023-05-01,0.2416
06,2023-06-01,0.2265
75,2022-01-01,0.1884
75,2022-02-01,0.2096
75,2022-03-01,0.219
75,2022-04-01,0.1854
75,2022-05-01,0.1774
75,2022-06-01,0.2313
75,2022-07-01,0.2037
75,2022-08-01,0.2314
75,2022-09-01,0.2162
75,2022-10-01,0.2565
75,2022-11-01,0.2291
75,2022-12-01,0.2178
75,2023-01-01,0.2537
75,2023-02-01,0.2297
75,2023-03-01,0.2651
75,2023-04-01,0.2241
75,2023-05-01,0.2253
75,2023-06-01,0.2618
94,2022-01-01,0.2313
94,2022-02-01,0.2087
94,2022-03-01,0.2945
94,2022-04-01,0.2073
94,2022-05-01,0.2461
94,2022-06-01,0.2529
94,2022-07-01,0.2331
94,2022-08-01,0.261
94,2022-09-01,0.2605
94,2022-10-01,0.2514
94,2022-11-01,0.2626
94,2022-12-01,0.263
94,2023-01-01,0.2827
94,2023-02-01,0.2832
94,2023-03-01,0.2693
94,2023-04-01,0.2581
94,2023-05-01,0.2802
94,2023-06-01,0.2815
25,2022-01-01,0.1171
25,2022-02-01,0.0942
25,2022-03-01,0.1164
25,2022-04-01,0.1164
25,2022-05-01,0.1113
25,2022-06-01,0.135
25,2022-07-01,0.1367
25,2022-08-01,0.1063
25,2022-09-01,0.1092
25,2022-10-01,0.1469
25,2022-11-01,0.133
25,2022-12-01,0.181
25,2023-01-01,0.1705
25,2023-02-01,0.1689
25,2023-03-01,0.1526
25,2023-04-01,0.1782
25,2023-05-01,0.1681
25,2023-06-01,0.1857
58,2022-01-01,0.1853
58,2022-02-01,0.154
58,2022-03-01,0.2152
58,2022-04-01,0.1798
58,2022-05-01,0.195
58,2022-06-01,0.2062
58,2022-07-01,0.1658
58,2022-08-01,0.2013
58,2022-09-01,0.204
58,2022-10-01,0.1956
58,2022-11-01,0.1981
58,2022-12-01,0.2092
58,2023-01-01,0.2318
58,2023-02-01,0.2129
58,2023-03-01,0.204
58,2023-04-01,0.2357
58,2023-05-01,0.2244
58,2023-06-01,0.2052
01,2022-01-01,0.1487
01,2022-02-01,0.1089
01,2022-03-01,0.1038
01,2022-04-01,0.1424
01,2022-05-01,0.1287
01,2022-06-01,0.1248
01,2022-07-01,0.1226
01,2022-08-01,0.1152
01,2022-09-01,0.1278
01,2022-10-01,0.1497
01,2022-11-01,0.1342
01,2022-12-01,0.1681
01,2023-01-01,0.1457
01,2023-02-01,0.1501
01,2023-03-01,0.1597
01,2023-04-01,0.1944
01,2023-05-01,0.1578
01,2023-06-01,0.1871
24,2022-01-01,0.0432
24,2022-02-01,0.0571
24,2022-03-01,0.0635
24,2022-04-01,0.0737
24,2022-05-01,0.0823
24,2022-06-01,0.0695
24,2022-07-01,0.0549
24,2022-08-01,0.0869
24,2022-09-01,0.1102
24,2022-10-01,0.0897
24,2022-11-01,0.105
24,2022-12-01,0.0846
24,2023-01-01,0.0835
24,2023-02-01,0.1191
24,2023-03-01,0.1159
24,2023-04-01,0.1245
24,2023-05-01,0.1297
24,2023-06-01,0.1083
18,2022-01-01,0.1993
18,2022-02-01,0.1907
18,2022-03-01,0.1491
18,2022-04-01,0.209
18,2022-05-01,0.1664
18,2022-06-01,0.178
18,2022-07-01,0.176
18,2022-08-01,0.1862
18,2022-09-01,0.1724
18,2022-10-01,0.1726
18,2022-11-01,0.171
18,2022-12-01,0.2086
18,2023-01-01,0.1805
18,2023-02-01,0.1446
18,2023-03-01,0.1967
18,2023-04-01,0.2038
18,2023-05-01,0.2108
18,2023-06-01,0.2212
36,2022-01-01,0.2298
36,2022-02-01,0.1919
36,2022-03-01,0.2066
36,2022-04-01,0.2005
36,2022-05-01,0.1921
36,2022-06-01,0.1682
36,2022-07-01,0.2271
36,2022-08-01,0.2154
36,2022-09-01,0.2115
36,2022-10-01,0.2102
36,2022-11-01,0.2127
36,2022-12-01,0.2037
36,2023-01-01,0.2252
36,2023-02-01,0.2247
36,2023-03-01,0.2273
36,2023-04-01,0.2242
36,2023-05-01,0.2275
36,2023-06-01,0.2554
12,2022-01-01,0.0923
12,2022-02-01,0.1087
12,2022-03-01,0.11
12,2022-04-01,0.149
12,2022-05-01,0.093
12,2022-06-01,0.0973
12,2022-07-01,0.1206
12,2022-08-01,0.155
12,2022-09-01,0.0936
12,2022-10-01,0.1375
12,2022-11-01,0.1682
12,2022-12-01,0.1385
12,2023-01-01,0.1135
12,2023-02-01,0.1353
12,2023-03-01,0.1299
12,2023-04-01,0.1657
12,2023-05-01,0.1345
12,2023-06-01,0.1338
29,2022-01-01,0.1504
29,2022-02-01,0.1337
29,2022-03-01,0.1907
29,2022-04-01,0.1932
29,2022-05-01,0.1963
29,2022-06-01,0.1872
29,2022-07-01,0.2005
29,2022-08-01,0.1774
29,2022-09-01,0.1831
29,2022-10-01,0.1723
29,2022-11-01,0.1886
29,2022-12-01,0.1669
29,2023-01-01,0.2126
29,2023-02-01,0.2002
29,2023-03-01,0.1915
29,2023-04-01,0.1939
29,2023-05-01,0.197
29,2023-06-01,0.2034
57,2022-01-01,0.1138
57,2022-02-01,0.0805
57,2022-03-01,0.1535
57,2022-04-01,0.1597
57,2022-05-01,0.168
57,2022-06-01,0.1159
57,2022-07-01,0.1637
57,2022-08-01,0.1547
57,2022-09-01,0.1448
57,2022-10-01,0.1559
57,2022-11-01,0.1532
57,2022-12-01,0.1574
57,2023-01-01,0.1326
57,2023-02-01,0.176
57,2023-03-01,0.1953
57,2023-04-01,0.1759
57,2023-05-01,0.1745
57,2023-06-01,0.1317
59,2022-01-01,0.2461
59,2022-02-01,0.2165
59,2022-03-01,0.2735
59,2022-04-01,0.2599
59,2022-05-01,0.2359
59,2022-06-01,0.2597
59,2022-07-01,0.2484
59,2022-08-01,0.2757
59,2022-09-01,0.2717
59,2022-10-01,0.2771
59,2022-11-01,0.2642
59,2022-12-01,0.2614
59,2023-01-01,0.2735
59,2023-02-01,0.2483
59,2023-03-01,0.2947
59,2023-04-01,0.2488
59,2023-05-01,0.2848
59,2023-06-01,0.2781
04,2022-01-01,0.1554
04,2022-02-01,0.1865
04,2022-03-01,0.1355
04,2022-04-01,0.1695
04,2022-05-01,0.1713
04,2022-06-01,0.1503
04,2022-07-01,0.1702
04,2022-08-01,0.1924
04,2022-09-01,0.1669
04,2022-10-01,0.1695
04,2022-11-01,0.1702
04,2022-12-01,0.1936
04,2023-01-01,0.1723
04,2023-02-01,0.1704
04,2023-03-01,0.2144
04,2023-04-01,0.2125
04,2023-05-01,0.2218
04,2023-06-01,0.1927
86,2022-01-01,0.1
86,2022-02-01,0.1542
86,2022-03-01,0.0758
86,2022-04-01,0.1288
86,2022-05-01,0.1415
86,2022-06-01,0.1516
86,2022-07-01,0.1794
86,2022-08-01,0.1688
86,2022-09-01,0.1401
86,2022-10-01,0.1695
86,2022-11-01,0.1534
86,2022-12-01,0.1455
86,2023-01-01,0.1721
86,2023-02-01,0.133
86,2023-03-01,0.1881
86,2023-04-01,0.1848
86,2023-05-01,0.167
86,2023-06-01,0.1678
11,2022-01-01,0.1937
11,2022-02-01,0.1567
11,2022-03-01,0.1742
11,2022-04-01,0.21
11,2022-05-01,0.1853
11,2022-06-01,0.1956
11,2022-07-01,0.192
11,2022-08-01,0.1942
11,2022-09-01,0.1566
11,2022-10-01,0.2068
11,2022-11-01,0.2224
11,2022-12-01,0.2119
11,2023-01-01,0.1875
11,2023-02-01,0.174
11,2023-03-01,0.215
11,2023-04-01,0.2174
11,2023-05-01,0.2157
11,2023-06-01,0.2436
21,2022-01-01,0.1444
21,2022-02-01,0.139
21,2022-03-01,0.1607
21,2022-04-01,0.1401
21,2022-05-01,0.139
21,2022-06-01,0.1557
21,2022-07-01,0.1581
21,2022-08-01,0.1809
21,2022-09-01,0.1875
21,2022-10-01,0.1716
21,2022-11-01,0.1391
21,2022-12-01,0.1868
21,2023-01-01,0.1593
21,2023-02-01,0.1553
21,2023-03-01,0.2006
21,2023-04-01,0.1909
21,2023-05-01,0.1564
21,2023-06-01,0.1979
87,2022-01-01,0.1469
87,2022-02-01,0.1792
87,2022-03-01,0.1951
87,2022-04-01,0.2068
87,2022-05-01,0.1957
87,2022-06-01,0.1992
87,2022-07-01,0.2217
87,2022-08-01,0.1908
87,2022-09-01,0.1746
87,2022-10-01,0.163
87,2022-11-01,0.1965
87,2022-12-01,0.246
87,2023-01-01,0.1953
87,2023-02-01,0.2228
87,2023-03-01,0.2077
87,2023-04-01,0.2491
87,2023-05-01,0.2171
87,2023-06-01,0.2209
26,2022-01-01,0.0874
26,2022-02-01,0.1321
26,2022-03-01,0.127
26,2022-04-01,0.0968
26,2022-05-01,0.1151
26,2022-06-01,0.1148
26,2022-07-01,0.0997
26,2022-08-01,0.1387
26,2022-09-01,0.0935
26,2022-10-01,0.1329
26,2022-11-01,0.1724
26,2022-12-01,0.1291
26,2023-01-01,0.1345
26,2023-02-01,0.1754
26,2023-03-01,0.1807
26,2023-04-01,0.1872
26,2023-05-01,0.1526
26,2023-06-01,0.1848
20,2022-01-01,0.2313
20,2022-02-01,0.2125
20,2022-03-01,0.2177
20,2022-04-01,0.1791
20,2022-05-01,0.1857
20,2022-06-01,0.2113
20,2022-07-01,0.2417
20,2022-08-01,0.2001
20,2022-09-01,0.2179
20,2022-10-01,0.2542
20,2022-11-01,0.2496
20,2022-12-01,0.2406
20,2023-01-01,0.2537
20,2023-02-01,0.2427
20,2023-03-01,0.2595
20,2023-04-01,0.2631
20,2023-05-01,0.2736
20,2023-06-01,0.2532
10,2022-01-01,0.142
10,2022-02-01,0.1335
10,2022-03-01,0.1518
10,2022-04-01,0.1752
10,2022-05-01,0.1689
10,2022-06-01,0.1336
10,2022-07-01,0.1253
10,2022-08-01,0.1407
10,2022-09-01,0.1473
10,2022-10-01,0.2058
10,2022-11-01,0.163
10,2022-12-01,0.1654
10,2023-01-01,0.166
10,2023-02-01,0.1533
10,2023-03-01,0.1721
10,2023-04-01,0.1594
10,2023-05-01,0.1681
10,2023-06-01,0.1649
34,2022-01-01,0.2011
34,2022-02-01,0.1943
34,2022-03-01,0.2039
34,2022-04-01,0.1852
34,2022-05-01,0.1858
34,2022-06-01,0.2031
34,2022-07-01,0.2047
34,2022-08-01,0.2415
34,2022-09-01,0.2212
34,2022-10-01,0.2173
34,2022-11-01,0.2429
34,2022-12-01,0.2626
34,2023-01-01,0.2343
34,2023-02-01,0.2604
34,2023-03-01,0.2491
34,2023-04-01,0.2759
34,2023-05-01,0.2616
34,2023-06-01,0.2454
70,2022-01-01,0.072
70,2022-02-01,0.055
70,2022-03-01,0.0723
70,2022-04-01,0.0845
70,2022-05-01,0.1158
70,2022-06-01,0.082
70,2022-07-01,0.0901
70,2022-08-01,0.041
70,2022-09-01,0.1006
70,2022-10-01,0.0726
70,2022-11-01,0.0823
70,2022-12-01,0.1001
70,2023-01-01,0.0701
70,2023-02-01,0.1096
70,2023-03-01,0.102
70,2023-04-01,0.0982
70,2023-05-01,0.0811
70,2023-06-01,0.0912
03,2022-01-01,0.1503
03,2022-02-01,0.0997
03,2022-03-01,0.0665
03,2022-04-01,0.1431
03,2022-05-01,0.1274
03,2022-06-01,0.1051
03,2022-07-01,0.1479
03,2022-08-01,0.1619
03,2022-09-01,0.1054
03,2022-10-01,0.1048
03,2022-11-01,0.1423
03,2022-12-01,0.1586
03,2023-01-01,0.1536
03,2023-02-01,0.148
03,2023-03-01,0.1405
03,2023-04-01,0.1115
03,2023-05-01,0.1615
03,2023-06-01,0.1359
64,2022-01-01,0.0546
64,2022-02-01,0.0485
64,2022-03-01,0.0401
64,2022-04-01,0.0987
64,2022-05-01,0.0408
64,2022-06-01,0.0439
64,2022-07-01,0.0928
64,2022-08-01,0.0902
64,2022-09-01,0.0982
64,2022-10-01,0.0881
64,2022-11-01,0.1126
64,2022-12-01,0.1166
64,2023-01-01,0.0921
64,2023-02-01,0.0966
64,2023-03-01,0.1254
64,2023-04-01,0.0839
64,2023-05-01,0.1102
64,2023-06-01,0.1259
40,2022-01-01,0.0931
40,2022-02-01,0.1003
40,2022-03-01,0.1158
40,2022-04-01,0.1132
40,2022-05-01,0.0821
40,2022-06-01,0.0963
40,2022-07-01,0.0896
40,2022-08-01,0.1063
40,2022-09-01,0.106
40,2022-10-01,0.1026
40,2022-11-01,0.089
40,2022-12-01,0.1035
40,2023-01-01,0.1697
40,2023-02-01,0.1492
40,2023-03-01,0.1264
40,2023-04-01,0.0958
40,2023-05-01,0.1558
40,2023-06-01,0.1892
43,2022-01-01,0.0475
43,2022-02-01,0.0548
43,2022-03-01,0.0787
43,2022-04-01,0.0457
43,2022-05-01,0.1035
43,2022-06-01,0.098
43,2022-07-01,0.1343
43,2022-08-01,0.1044
43,2022-09-01,0.0973
43,2022-10-01,0.1239
43,2022-11-01,0.0823
43,2022-12-01,0.078
43,2023-01-01,0.1052
43,2023-02-01,0.1409
43,2023-03-01,0.0865
43,2023-04-01,0.0967
43,2023-05-01,0.1078
43,2023-06-01,0.1159
97,2022-01-01,0.1517
97,2022-02-01,0.1373
97,2022-03-01,0.1917
97,2022-04-01,0.1597
97,2022-05-01,0.1878
97,2022-06-01,0.1717
97,2022-07-01,0.152
97,2022-08-01,0.1803
97,2022-09-01,0.1749
97,2022-10-01,0.1871
97,2022-11-01,0.1894
97,2022-12-01,0.1823
97,2023-01-01,0.1715
97,2023-02-01,0.2032
97,2023-03-01,0.1713
97,2023-04-01,0.1875
97,2023-05-01,0.2149
97,2023-06-01,0.2481
23,2022-01-01,0.1243
23,2022-02-01,0.1745
23,2022-03-01,0.1294
23,2022-04-01,0.139
23,2022-05-01,0.1387
23,2022-06-01,0.1284
23,2022-07-01,0.1533
23,2022-08-01,0.1675
23,2022-09-01,0.1523
23,2022-10-01,0.1703
23,2022-11-01,0.1507
23,2022-12-01,0.181
23,2023-01-01,0.1716
23,2023-02-01,0.1576
23,2023-03-01,0.1691
23,2023-04-01,0.1724
23,2023-05-01,0.1777
23,2023-06-01,0.1412
